"id","content_type","title","description","deeplink_url","duration","provider_name","cpe_subject","channels","image_url"
"66005","COURSE","Rock your LinkedIn Profile / Créer un profil LinkedIn efficace","The intention of this virtual session is to uncover the breadth of LinkedIn.
No matter what type of job you do or your knowledge of the platform (or social media broadly), this session will provide you with some tips for how you can use LinkedIn to build a professional identity, network with others, keep a pulse on industry or company-specific news, or use it as a platform to share your thoughts or pass along relevant articles to your network.

This virtual session will be interactive and will go beyond profile tips (although those will be included).","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d66005%26componentTypeID%3dCOURSE%26revisionDate%3d1655393713000%26fromSF%3dY&company=bankofcana","3600","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"91000725","COURSE","Ready to Retire / Prêt pour la retraite","The focus of the 1-day 'Ready to Retire' virtual seminar  will be on financial planning. This seminar is aimed to those who are within 2 years of retirement, are members of the Bank's Pension Plan and have already attended the comprehensive Retirement Planning seminar. Please consult with your supervisor before registering.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d91000725%26componentTypeID%3dCOURSE%26revisionDate%3d1483246800000%26fromSF%3dY&company=bankofcana","25200","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"92008574","COURSE","Retirement Planning / Planification de la retraite","The focus of 2-day comprehensive virtual seminar will be on financial and lifestyle planning including estate planning, health and psychological aspects of retirement planning. This session is aimed to those employees who are within 10 years of retirement and who are members of the Bank’s Pension Plan . Please consult with your supervisor before registering.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d92008574%26componentTypeID%3dCOURSE%26revisionDate%3d1483246800000%26fromSF%3dY&company=bankofcana","50400","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31034","self_paced_course","About the Bank of Canada/À propos de la Banque du Canada","After completing this module, you will be able to:


	Identify the Bank's mandate
	Describe our four core functions
	List the departments of the Bank
	Identify the two principal acts of our legal framework


____________________________________________________________

   À la fin de ce module, vous serez en mesure de :


	définir le mandat de la Banque
	décrire ses quatre grandes fonctions
	nommer les départements de la Banque
	préciser les deux grandes lois qui constituent son cadre juridique","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31034%26componentTypeID%3dCOURSE%26revisionDate%3d1654006440000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31035","self_paced_course","Core Function - Monetary Policy/Introduction à la politique monétaire","After completing this module, you will be able to:


	Describe the Bank's monetary policy framework
	Explain why the Bank sets a target for the overnight rate
	Identify who sets the inflation-control target
	Define the operating band
	Explain how the Bank encourages financial institutions to lend at the overnight rate


________________________________________________________________

À la fin de ce module, vous serez en mesure :


	de décrire le cadre de conduite de la politique monétaire de la Banque
	d’expliquer pourquoi la Banque établit un taux cible du financement à un jour
	de déterminer qui fixe la cible de maîtrise de l’inflation
	de définir la fourchette opérationnelle
	d’expliquer comment la Banque encourage les institutions financières à prêter au taux du financement à un jour","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31035%26componentTypeID%3dCOURSE%26revisionDate%3d1552315773000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31036","self_paced_course","Core Function - Financial System/Introduction à la fonction Système financier","After completing this module, you will be able to understand how the Bank promotes Canada's economic and financial welfare through:


	Providing liquidity to the financial system
	Overseeing designated financial market infrastructures
	Conducting and publishing analyses and research
	Developing and implementing financial system policy in collaboration with other regulators


_______________________________________________________________

À la fin de ce module, vous serez en mesure de comprendre comment la Banque promeut la prospérité économique et financière du Canada en:


	offrant des mécanismes de liquidité au système financier
	assurant la surveillance des infrastructures de marchés financiers désignées
	effectuant et publiant des analyses et des recherches
	élaborant et mettant en œuvre des politiques relatives au système financier avec d’autres autorités de réglementation","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31036%26componentTypeID%3dCOURSE%26revisionDate%3d1636728240000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31037","self_paced_course","Core Function - Currency/Présentation de la fonction Monnaie","After completing this module, you will be able to:


	Identify the Bank's main areas of responsibility under its Currency Function
	Describe the Bank's core Currency mandate and strategy
	List and describe the business lines of the Currency Function
	Understand how the Bank issues new bank notes and list the key partners and stakeholders involved
	Locate the Agency Operations Centres and describe their responsibilities


You may also be interested in the module About the Currency Department

_______________________________________________________________

À la fin de ce module, vous serez en mesure de :


	nommer les principales responsabilités de la Banque qui incombent à la fonction Monnaie
	décrire le mandat premier et la stratégie de la Banque relativement à la fonction Monnaie
	énumérer et décrire les secteurs d’activité de la fonction Monnaie
	comprendre comment la Banque émet de nouveaux billets de banque et nommer les partenaires et parties prenantes clés concernés
	situer les centres des opérations des agences et décrire leurs responsabilités


Il existe également un module Présentation du département de la Monnaie","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31037%26componentTypeID%3dCOURSE%26revisionDate%3d1654093800000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31038","self_paced_course","Core Function - Funds Management/Introduction à la gestion financière","After completing this module, you will be able to:


	Define the Bank of Canada's funds management function
	Explain the Bank's fiscal agent responsibilities towards the Government of Canada
	Identify the Bank's main types of clients
	List the types of services the Bank provides to clients
	Explain the importance of funds management


_______________________________________________________________

À la fin de ce module, vous serez en mesure :


	de définir la fonction Gestion financière de la Banque du Canada
	d’expliquer les responsabilités de la Banque en tant qu’agent financier de l’État
	de discerner les principaux types de clients de la Banque
	d’énumérer les types de services que la Banque offre aux clients
	d’expliquer l’importance de la gestion financière","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31038%26componentTypeID%3dCOURSE%26revisionDate%3d1646933160000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31040","self_paced_course","Banking and Payments Department (BAP) / Département des Opérations bancaires et des paiements (OBP)","After completing this module, you will be able to:


	Identify BAP's main areas of responsibility and describe its key operations
	List and describe the different teams in BAP


Recommended Prerequisite: About the Bank

_______________________________________________________________

À la fin de ce module, vous serez en mesure :


	Nommer les grandes sphères de responsabilité des OBP et décrire leurs principales activités
	Énumérer et décrire les différentes équipes des OBP


Préalable recommandé : À propos de la Banque du Canada","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31040%26componentTypeID%3dCOURSE%26revisionDate%3d1636387260000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31041","self_paced_course","Business Systems Support at the Bank/Soutien des systèmes opérationnels à la Banque","After completing this module, you will be able to:


	Define the three Business Systems Support specialties: Business Systems Support, Business Analysis and Business Architecture
	Describe the main responsibilities of each specialty
	Explain why each specialty's work is important to the conduct of financial market and banking operations at the Bank of Canada


Recommended Prerequisite: About the Bank

_____________________________________________________________

À la fin de ce cours, vous serez en mesure :


	de définir le soutien des systèmes opérationnels, l’analyse des opérations et l’architecture opérationnelle
	de décrire les principales responsabilités liées à chaque spécialité
	d’expliquer en quoi le travail de chaque spécialité est important pour la conduite des opérations sur les marchés financiers et des opérations bancaires à la Banque du Canada


 Préalable recommandé : À propos de la Banque du Canada","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31041%26componentTypeID%3dCOURSE%26revisionDate%3d1628694240000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31042","self_paced_course","Business Systems Support in FMD/Soutien des systèmes opérationnels aux MFI","After completing this module, you will be able to:


	Define the roles of Business System Support in FMD
	Identify the main aspects of Business System Support
	Identify the main internal clients of Business System Support
	Describe the support model in FMD


Recommended Prerequisites: About the Bank, About FMD, Business Systems Support at the Bank 

________________________________________________________________

À la fin de ce module, vous serez en mesure de :


	définir le rôle de l’équipe du Soutien des systèmes opérationnels au département des Marchés financiers
	discerner les aspects fondamentaux du soutien des systèmes opérationnels
	nommer les principaux clients internes de l’équipe
	décrire le modèle de soutien du département


Préalables recommandés : À propos de la Banque du Canada, Présentation du département des Marchés financiers, Soutien des systèmes opérationnels et analyse des opérations à la Banque","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31042%26componentTypeID%3dCOURSE%26revisionDate%3d1619551200000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31043","self_paced_course","Government of Canada's Fiscal Agent/Agent financier du gouvernement du Canada","After completing this module, you will be able to:


	Understand the roles of the Bank of Canada, the Minister of Finance, and the Department of Finance in the management of the Government's financial assets and liabilities
	Understand the Bank's responsibilities as the Government's fiscal agent


Recommended Prerequisite: Core Function - Funds Management

____________________________________________________________

À la fin de ce module, vous serez en mesure de :


	comprendre le rôle de la Banque du Canada, du ministre des Finances et du ministère des Finances dans la gestion des actifs et passifs financiers du gouvernement
	saisir les responsabilités de la Banque à titre d’agent financier du gouvernement.


Préalable recommandé : Introduction à la gestion financière","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31043%26componentTypeID%3dCOURSE%26revisionDate%3d1619464860000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31044","self_paced_course","Government of Canada's Banker/Le banquier du gouvernement du Canada","After completing this module, you will be able to:


	Explain the role of the Government's banker at the Bank of Canada
	Identify and describe the roles of the various stakeholders involved in the management of public monies
	Describe the banking services for domestic and foreign operations
	Understand the impact of the membership of Government of Canada on various international financial institutions


Recommended Prerequisites: Core Function - Funds Management, Government of Canada's Fiscal Agent

This module is a quick reference guide; it does not include voice-over narration.

________________________________________________________________

À la fin de ce module, vous serez en mesure :


	d’expliquer le rôle que joue la Banque du Canada à titre de banquier du gouvernement
	de déterminer et décrire les rôles des diverses parties prenantes concernées par la gestion des fonds publics
	de décrire les services bancaires pour les opérations exécutées au pays et à l’étranger
	de comprendre l’incidence de l’adhésion du gouvernement du Canada à différents groupes d’organismes financiers internationaux


Préalables recommandés : Introduction à la gestion financière, Agent financier du gouvernement du Canada

Ce module est un aide-mémoire; il ne comprend pas de narration.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31044%26componentTypeID%3dCOURSE%26revisionDate%3d1552317129000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31045","self_paced_course","Banking Services to Clients/Les services bancaires offerts aux clients","After completing this module, you will be able to:


	Identify the type of banking services that are offered
	Understand who the Bank's clients are
	Describe client account agreements


Recommended Prerequisite: Core Function - Funds Management

________________________________________________________

À la fin de ce module, vous serez en mesure de :


	déterminer le type de services bancaires offerts
	comprendre qui sont les clients de la Banque
	décrire les ententes de compte client.


Préalable recommandé : Introduction à la gestion financière","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31045%26componentTypeID%3dCOURSE%26revisionDate%3d1635775320000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31046","self_paced_course","Unclaimed Balances/Soldes non réclamés","After completing this module, you will be able to:


	Define unclaimed balances (UB)
	Describe the Bank's role in handling UB's
	Describe the high-level process for claiming UB's
	Describe the high-level process for processing UB's


Recommended Prerequisite: Core Function - Funds Management

This module is a quick reference guide; it does not include voice-over narration.

________________________________________________________________

À la fin de ce module, vous serez en mesure de :   


	définir les soldes non réclamés
	décrire le rôle de la Banque dans le traitement des soldes non réclamés
	décrire le processus général de demande de remboursement d’un solde non réclamé
	décrire le processus général de traitement des soldes non réclamés


Préalable recommandé : Introduction à la gestion financière


Ce module est un aide-mémoire; il ne comprend pas de narration.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31046%26componentTypeID%3dCOURSE%26revisionDate%3d1620240780000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31047","self_paced_course","Settlement Balances/Soldes de règlement","After completing this module, you will be able to:


	Understand how adjusting settlement balances helps achieve the Bank's objectives
	Recall how the settlement balance target is determined and who sets it
	Explain how the target level is achieved
	Identify the difference between target levels and actual levels


Recommended Prerequisite: Core Function - Monetary Policy

_____________________________________________________________

À la fin de ce module, vous serez en mesure :  


	de comprendre en quoi l’ajustement des soldes de règlement aide la Banque à atteindre ses objectifs
	d savoir qui fixe le niveau cible des soldes de règlement et comment
	d’expliquer comment le niveau cible est atteint
	de faire la différence entre le niveau cible et le niveau réel


Préalable recommandé : Introduction à la politique monétaire","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31047%26componentTypeID%3dCOURSE%26revisionDate%3d1641845100000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31049","self_paced_course","The Automated Clearing Settlement System/Système automatisé de compensation et de règlement","After completing this module, you will be able to:


	Define the ACSS and explain its purpose
	Define the requirements to be direct and indirect clearers
	Describe the ACSS clearing and settlement cycle
	Describe the risk control mechanisms in place for the ACSS
	Identify the difference between the ACSS and Lynx, and explain how the two are related


Recommended Prerequisites: Core Function - Monetary Policy, Settlement Balances

________________________________________________________________

À la fin de ce module, vous serez en mesure de :


	définir le SACR et d’expliquer à quoi il sert
	définir les exigences à remplir pour être un adhérent ou un sous-adhérent
	décrire le cycle de compensation et de règlement du SACR
	décrire les mécanismes de contrôle des risques prévus dans le cadre du SACR
	reconnaître la différence entre le SACR et Lynx, ainsi que d’expliquer en quoi les deux systèmes sont liés


Préalables recommandés : Introduction à la politique monétaire, Soldes de règlement","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31049%26componentTypeID%3dCOURSE%26revisionDate%3d1647534780000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31051","self_paced_course","Facilities Supporting the Operating Band/Mécanismes soutenant la fourchette opérationnelle","After completing this module, you will be able to:


	Describe the mechanics of the operating band
	Understand the facilities that support the operating band (SLF, OR/ORR, Overnight Standing Repo Facility, Collateral Policy)


Recommended Prerequisites: Core Function - Monetary Policy, Settlement Balances

__________________________________________________________

À la fin de ce module, vous serez en mesure de :


	décrire le fonctionnement de la fourchette opérationnelle
	comprendre les mécanismes qui soutiennent cette fourchette 


Préalables recommandés : Introduction à la politique monétaire, Soldes de règlement","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31051%26componentTypeID%3dCOURSE%26revisionDate%3d1552317952000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31052","self_paced_course","Unconventional Monetary Policy/Politique monétaire non traditionnelle","After completing this module, you will be able to:


	Describe the framework for conducting monetary policy at low interest rates
	Identify the four extraordinary measures that the Bank can use when interest rates are very low


Recommended Prerequisite: Core Function - Monetary Policy

________________________________________________________________

À la fin de ce module, vous serez en mesure de :


	décrire le cadre de conduite de la politique monétaire en contexte de bas taux d’intérêt,
	nommer les quatre mesures exceptionnelles que la Banque peut prendre lorsque les taux d’intérêt sont très bas


Préalables recommandés : Introduction à la politique monétaire","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31052%26componentTypeID%3dCOURSE%26revisionDate%3d1552318084000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31053","self_paced_course","Fixed Announcement Date Cycle/Cycle des dates d’annonce préétablies","After completing this module, you will be able to:


	Understand how the Bank prepares for FADs
	Understand the FAD cycle
	Understand the Bank's communication and trading blackout periods


Recommended Prerequisite: Core Function - Monetary Policy

________________________________________________________________

À la fin de ce module, vous comprendrez :


	comment la Banque du Canada se prépare en vue des dates d’annonce préétablies
	le cycle des dates d’annonce préétablies en tant que tel
	les périodes de restriction des communications et d’interdiction de négociation entourant ces dates


Préalable recommandé : Introduction à la politique monétaire","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31053%26componentTypeID%3dCOURSE%26revisionDate%3d1552318040000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31054","self_paced_course","Debt Management/Gestion de la dette","After completing this module, you will be able to:


	Explain the Government's strategy in managing its debt
	Understand the governance structure
	Understand how the domestic borrowing program is developed
	Describe the debt distribution framework


Recommended Prerequisites: Core Function - Funds Management, Government of Canada's Fiscal Agent

_______________________________________________________________

À la fin de ce module, vous serez en mesure :


	d’expliquer la stratégie du gouvernement pour gérer sa dette
	de comprendre la structure de gouvernance pour la gestion des titres destinés aux investisseurs institutionnels du Canada
	de comprendre la conception du programme d’emprunt sur le marché intérieur
	de décrire le cadre de distribution des titres destinés aux investisseurs institutionnels


Préalables recommandés : Introduction à la gestion financière, Agent financier du gouvernement du Canada","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31054%26componentTypeID%3dCOURSE%26revisionDate%3d1618429260000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31055","self_paced_course","Retail Debt Management/Gestion des titres au détail","After completing this module, you will be able to:


	Explain the role of the Bank as it relates to Retail Debt
	Recall the history of the Canada Savings Bonds Program
	Explain why the Government stopped issuing Canada Savings Bond
	Identify the services the Bank of Canada still offers to Canada Savings Bond and Canada Premium Bond holders


Recommended Prerequisites: Core Function - Funds Management, Government of Canada's Fiscal Agent

This module is a quick reference guide; it does not include voice-over narration.

________________________________________________________________

À la fin de ce module, vous serez en mesure :


	d’expliquer le rôle de la Banque en matière de placement des titres au détail
	de connaître l’histoire du programme des Obligations d’épargne du Canada
	d’expliquer pourquoi le gouvernement a cessé d’émettre des Obligations d’épargne du Canada
	de distinguer les services que la Banque du Canada offre toujours aux détenteurs d’Obligations d’épargne du Canada et d’Obligations à prime du Canada


Préalables recommandés : Introduction à la gestion financière, Agent financier du gouvernement du Canada

Ce module est un aide-mémoire; il ne comprend pas de narration.","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31055%26componentTypeID%3dCOURSE%26revisionDate%3d1620230340000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31056","self_paced_course","Services to Foreign Entities/Banques centrales et organismes financiers internationaux","After completing this module, you will be able to:


	Understand why central banks and official international financial organizations hold Canadian-dollar assets
	Identify the type of banking services offered to these clients
	Identify the benefits of the services provided


Recommended Prerequisites: Core Function - Funds Management, Banking Services to Clients

_______________________________________________________________

À la fin de ce module, vous serez en mesure de :


	comprendre pourquoi les banques centrales étrangères et les organismes financiers internationaux officiels détiennent des actifs en dollars canadiens
	discerner les types de services bancaires offerts à ces institutions clientes
	reconnaître les avantages des services offerts


Préalables recommandés : Introduction à la gestion financière, Les services bancaires offerts aux clients nationaux et internationaux","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31056%26componentTypeID%3dCOURSE%26revisionDate%3d1552318381000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31057","self_paced_course","Banking Services to Crown Corporations/Sociétés d'État","After completing this module, you will be able to:


	Identify selected Crown corporations that receive banking services from the Bank of Canada
	Identify the type of services offered to Crown corporations by the Bank


Recommended Prerequisites: Core Function - Funds Management, Banking Services to Clients

_____________________________________________________________

À la fin de ce module, vous serez en mesure de :


	reconnaître les sociétés d’État qui reçoivent des services bancaires de la Banque du Canada
	discerner les types de services fournis 


Préalables recommandés : Introduction à la fonction Système financier, Les services bancaires offerts aux clients","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31057%26componentTypeID%3dCOURSE%26revisionDate%3d1552318412000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31058","self_paced_course","Financial Market Infrastructures/Infrastructures de marchés financiers","After completing this module, you will be able to:


	Understand what an FMI is
	Understand the Bank's oversight responsibilities related to FMIs
	Gain a better understanding of the FMIs designated under the Payment Clearing and Settlement Act
	Understand the services the Bank offers to FMIs


Recommended Prerequisite: Core Function - Financial System

______________________________________________________________

À la fin de ce module, vous serez en mesure de :


	comprendre ce qu’est une IMF,
	comprendre les responsabilités de la Banque en matière de surveillance des IMF,
	mieux comprendre les IMF désignées en vertu de la Loi sur la compensation et le règlement des paiements et
	comprendre les services que la Banque offre aux IMF.


Préalable recommandé : Introduction à la fonction Système financier","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31058%26componentTypeID%3dCOURSE%26revisionDate%3d1635441480000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
"31059","self_paced_course","Canada's Official International Reserves/Réserves internationales et CFC","After completing this module, you will be able to:


	Define international reserves
	Identify their purpose
	Explain the purpose, objectives and governance of the Exchange Fund Account
	Identify the main types of EFA assets and liabilities
	Understand Asset-Liability Matching and why it's used for the EFA


Recommended Prerequisites: Core Function - Funds Management, Government of Canada's Fiscal Agent

______________________________________________________________

À la fin de ce module, vous serez en mesure :


	de définir les réserves internationales
	de déterminer à quoi elles servent
	de d’expliquer la finalité, les objectifs et la gouvernance du Compte du fonds des changes
	de reconnaître les principaux types d’actifs et de passifs du CFC
	de comprendre l’appariement des actifs et des passifs, et la raison pour laquelle on utilise cette méthode pour le CFC


Préalables recommandés : Introduction à la gestion financière, Agent financier du gouvernement du Canada","https://hcm17.sapsf.com/sf/learning?destUrl=https%3a%2f%2fbankofcan%2eplateau%2ecom%2flearning%2fuser%2fdeeplink%5fredirect%2ejsp%3flinkId%3dITEM%5fDETAILS%26componentID%3d31059%26componentTypeID%3dCOURSE%26revisionDate%3d1618337460000%26fromSF%3dY&company=bankofcana","","Bank of Canada/Banque du Canada","","","https://www.bankofcanadamuseum.ca/wp-content/themes/museum-build/img/boc-logo-en.png"
